"Rtalias"	"``"	"From"	"F_F"	"F_L"	"To"	"T_F"	"T_L"	"AM"	"NOON"	"PM"	"Schedule"	"Primary"			
"2094"	"209R"	"Borivli Station(E)"	22.30	23.25	"Sudhindra Nagar"	22.11	23.40	" "	" "	" "	"Holiday"	4			
"2094"	"209R"	"Samata Nagar"	7.00	22.30	"Sudhindra Nagar"	7.33	21.55	17	14	16	"Sunday"	4			
"2094"	"209R"	"Borivli Station(E)"	22.30	23.25	"Sudhindra Nagar"	22.11	23.00				"Sunday"	4			
"2101"	"210Ltd"	"Yari Road/Vesave Bus Stn"	6.10	22.05	"Dahisar Bridge"	6.05	22.05	12	14	13	"Mon-Sat"	2			
"2101"	"210Ltd"	"Yari Road/Vesave Bus Stn"	20.40	21.20	"Borivli Bus Station(W)"						"Mon-Sat"	2			
"2101"	"210Ltd"	"Goregaon Depot"	5.20	8.47	"Dahisar Bridge"	20.17	23.20				"Mon-Sat"	2			
"2101"	"210Ltd"	"Goregaon Depot"			"Borivli Bus Station(W)"	22.10	22.50				"Mon-Sat"	2			
"2101"	"210Ltd"	"Yari Road/Vesave Bus Stn"	21.07	23.20	"Goregaon Depot"	5.45	7.25				"Mon-Sat"	2			
"2101"	"210Ltd"	"Yari Road/Vesave Bus Stn"	6.35	21.35	"Dahisar Bridge"	7.10	22.15	18	22	23	"Sunday"	4			
"2101"	"210Ltd"	"Goregaon Depot"	6.20	" "	"Dahisar Bridge"	22.31	23.05				"Sunday"	4			
"2101"	"210Ltd"	"Yari Road/Vesave Bus Stn"	21.47	23.32	"Goregaon Depot"	7.42	7.42				"Sunday"	4			
"2101"	"210Ltd"	"Yari Road/Vesave Bus Stn"	6.10	21.05	"Dahisar Bridge"	6.25	22.00	15	12	12	"Holiday"	4			
"2101"	"210Ltd"	"Yari Road/Vesave Bus Stn"	20.45	21.25	"Borivli Bus Station(W)"						"Holiday"	4			
"2101"	"210Ltd"	"Goregaon Depot"			"Borivli Bus Station(W)"	22.13	22.50				"Holiday"	4			
"2101"	"210Ltd"	"Goregaon Depot"	5.40	8.30	"Dahisar Bridge"	20.02	22.35				"Holiday"	4			
"2101"	"210Ltd"	"Yari Road/Vesave Bus Stn"	20.30	23.20	"Goregaon Depot"	5.45	7.20				"Holiday"	4			
"2114"	"211R"	"Fr.Agnel Ashram"	6.00	24.00	"Chuim Village"	6.00	24.00	9	10	10	"Mon-Fri"	2			
"2114"	"211R"	"Fr.Agnel Ashram"	6.00	24.00	"Chuim Village"	6.00	24.00	7	10	11	"Saturday"	3			
"2114"	"211R"	"Fr.Agnel Ashram"	6.00	0.20	"Chuim Village"	6.00	23.57	7	8	8	"Sunday"	4			
"2114"	"211R"	"Fr.Agnel Ashram"	6.00	24.00	"Chuim Village"	6.10	24.00	10	10	11	"Holiday"	4			
"2120"	212	"P.Thakre Udyan"	6.45	21.50	"Bandra Depot "	6.05	20.55	21	21	23	"Mon-Sat"	2			
"2120"	212	"P.Thakre Udyan"	7.05	21.50	"Bandra  Depot"	6.25	20.55	20	23	23	"Sun-Hol"	4			
"2130"	213	"P.Thakre Udyan"	6.15	22.05	"Santacruz Stn.(E)"	7.25	22.00	17	19	19	"Mon-Fri"	2			
"2130"	213	"Khodadad Circle"		" "	"Santacruz Stn.(E)"	22.16	23.15				"Mon-Fri"	2			
"2130"	213	"P.Thakre Udyan"	6.15	22.00	"Santacruz Stn.(E)"	7.25	22.05	22	25	24	"Saturday"	3			
"2130"	213	"Khodadad Circle"	" "	" "	"Santacruz Stn.(E)"	22.27	23.10				"Saturday"	3			
"2130"	213	"P.Thakre Udyan"	6.15	20.45	"Santacruz Stn.(E)"	7.20	21.55	23	28	23	"Sun-Hol"	4			
"2130"	213	"Khodadad Circle"			"Santacruz Stn.(E)"	22.15	23.18				"Sun-Hol"	4			
"2140"	214	"Mount Mary Steps"	6.00	21.15	"Chuim Village"	6.30	21.55	17	18	19	"Mon-Sat"	2			
"2140"	214	"Mount Mary Steps"	8.08	24.13	"Bandra Bus Station(W)"	7.45	24.00	40	11	12	"Mon-Sat"	2			
"2140"	214	"National College"	7.00	18.05	"Bandra Bus Station(W)"	6.50	17.55	11	11	11	"Mon-Sat"	2			
"2140"	214	"Mount Mary Steps"	6.00	21.50	"Chuim Village"	6.30	23.48	14	16	18	"Sun-Hol"	4			
"2140"	214	"Mount Mary Steps"	22.25	0.18	"Bandra Bus Station(W)"	22.40	24.05				"Sun-Hol"	4			
"2154"	"215R"	"Bandra Bus Stn(W)"	5.55	7.12	"Tata Colony(Bandra)"	6.10		10	16	14	"Mon-Fri"	2			
"2154"	"215R"	"Bandra Bus Stn(W)"			"Tata Colony(Bandra)"	21.13	22.45				"Mon-Fri"	2			
"2154"	"215R"	"Bandra Reclamation Bus Stn"	6.30	22.15	"Tata Colony(Bandra)"	6.23	21.05				"Mon-Fri"	2			
"2154"	"215R"	"Bandra Reclamation Bus Stn"	6.30	22.15	"Tata Colony(Bandra)"	6.23	21.10	11	20	16	"Saturday"	3			
"2154"	"215R"	"Bandra Bus Station(W)"	5.55	7.15	"Tata Colony(Bandra)"	6.10					"Saturday"	3			
"2154"	"215R"	"Bandra Bus Station(W)"			"Tata Colony(Bandra)"	21.22	22.40				"Saturday"	3			
"2154"	"215R"	"Bandra Reclamation Bus Stn"	7.05	21.30	"Tata Colony(Bandra)"	6.45	20.55	17	19	24	"Sun-Hol"	4			
"2154"	"215R"	"Bandra Bus Station(W)"	6.30	7.05	"Tata Colony(Bandra)"						"Sun-Hol"	4			
"2154"	"215R"	"Bandra Bus Station(W)"		22.10	"Tata Colony(Bandra)"	21.42	22.25				"Sun-Hol"	4			
"2184"	"218R"	"Kurla Stn(W)"	8.15	20.40	"Bandra Rly Terminus"	8.00	20.45	12	13	15	"Mon-Sat"	2			
"2190"	219	"Bandra Terminus"	6.57	21.20	"Santacruz Stn(E)"	6.20	21.57	25	25	42	"Mon-Fri"	2			
"2190"	219	"Bandra Terminus"	6.57	20.55	"Santacruz Stn(E)"	6.20	21.40	25	25	28	"Saturday"	3			
"2190"	219	"Bandra Terminus"	6.50	11.30	"Santacruz Stn(E)"	6.20	10.50	30	32	" "	"Sun-Hol"	4			
"2190"	219		15.46	21.40		16.23	21.09				"Sun-Hol"	4			
"2200"	220	"Bandra Bus Station(W)"	6.00	0.30	"Khar Station(W)"	6.23	0.55	5	7	7	"Mon-Sat"	2			
"2200"	220	"Bandra Bus Station(W)"	8.02	12.01	"Shrely Village"	8.15	12.15	15		15	"Mon-Sat"	2			
"2200"	220	"Khar Rly Stn."	16.44	19.03	"Shrely Village"	17.02	19.25				"Mon-Sat"	2			
"2200"	220	"Bandra Bus Station(W)"	5.40	0.35	"Khar Station(W)"	6.04	0.55	7	10	8	"Sun-Hol"	4			
"2210"	221	"Andheri Station(W)"	7.50	21.40	"Yari Road Bus Stn."	7.00	22.15	10	8	10	"Mon-Sat"	2			
"2210"	221	"Andheri Station(W)"	8.05	21.35	"Yari Road Bus Stn."	7.30	21.35	15	17	17	"Sun-Hol"	4			
"2220"	222	"Bandra Bus Station(W)"	5.45	22.25	"Yari Road Bus Stn"	6.30	23.25	17	20	18	"Mon-Fri"	2			
"2220"	222	"Bandra Bus Station(W)"	6.50	22.10	"Yari Road Bus Stn"	7.55	23.15	23	23	21	"Mon-Sat"	2			
"2220"	222	"Bandra Bus Station(W)"	5.45	22.25	"Yari Road Bus Stn"	6.30	23.25	20	2	25	"Saturday"	3			
"2220"	222	"Bandra Bus Station(W)"	6.52	22.10	"Yari Road Bus Stn"	8.00	23.20	23	18	21	"Holiday"	4			
"2231"	"223Ltd"	"Seven Bungalows"	8.00	21.50	"Samata Nagar"	6.45	20.20	15	22	16	"Mon-Sat"	2			
"2231"	"223Ltd"	"Oshiwara Depot"	5.40	8.00	"Samata Nagar"	20.38	23.05				"Mon-Sat"	2			
"2231"	"223Ltd"	"Seven Bungalows"	8.15	21.05	"Samata Nagar"	7.00	19.35	24	24	26	"Sun-Hol"	4			
"2231"	"223Ltd"	"Oshiwara Depot"	5.55	8.04	"Samata Nagar"	19.58	22.30				"Sun-Hol"	4			
"2240"	224	"Shastri Nagar(Santacruz)"	6.50	8.51	"Borivli Bus Station(W) "	6.35	10.31	15	13	15	"Mon-Sat"	2			
"2240"	224	"Shastri Nagar(Santacruz)"	9.05	21.40	"Gorai Depot "	10.45	21.43				"Mon-Sat"	2			
"2240"	224	"Santacruz Depot"	5.40	6.50	"Borivli Bus Station(W) "	" "	23.05				"Mon-Sat"	2			
"2240"	224	"Shastri Nagar(Santacruz)"	7.00	21.00	"Borivli Bus Station(W)"	7.05	21.24	27	24	23	"Sun-Hol"	4			
"2240"	224	"Santacruz Depot"	6.10	6.55	"Borivli Bus Station(W)"	21.46	22.30				"Sun-Hol"	4			
"2250"	225	"Bandra Bus Station(W)"	6.00	20.35	"Dahisar Bus Station"	7.15	22.20	15	20	15	"Mon-Fri"	2			
"2250"	225	"Bandra Bus Station(W)"	5.50		"Magathane Depot"	6.50					"Mon-Fri"	2			
"2250"	225	"Bandra Bus Station(W)"	20.57	21.20	"Borivli Station(E)"	22.15	22.40				"Mon-Fri"	2			
"2250"	225	"Bandra Bus Station(W)"	6.00	20.35	"Dahisar Bus Station"	7.15	22.20	21	22	17	"Saturday"	3			
"2250"	225	"Bandra Bus Station(W)"	5.50		"Magathane Depot"	6.50					"Saturday"	3			
"2250"	225	"Bandra Bus Station(W)"	4.25	20.30	"Dahisar Bus Station"	7.20	22.10	22	20	20	"Sunday"	4			
"2250"	225	"Bandra Bus Station(W)"	20.55	21.20	"Borivli Station(E)"	22.15	22.40				"Sunday"	4			
"2250"	225	"Mahim Bus Station."	6.30	9.35	"Dahisar Bus Stn"	5.25	7.55				"Sunday"	4			
"2250"	225	"Bandra Bus Station(W)"	5.40	20.30	"Dahisar Bus Station"	6.55	22.10	22	21	25	"Holiday"	4			
"2250"	225	"Bandra Bus Station(W)"	20.55	21.20	"Borivli Station(E)"						"Holiday"	4			
"2261"	"226Ltd"	"Barve Nagar(Ghatkopar)"	5.40	21.50	"P.Thakre Nagar Bus Station"	4.20	22.05	13	14	13	"Mon-Sat"	2			
"2261"	"226Ltd"	"Barve Nagar(Ghatkopar)"	22.02	23.40	"Gorai Depot"						"Mon-Sat"	2			
"2261"	"226Ltd"	"Barve Nagar(Ghatkopar)"	5.40	22.05	"P.Thakre Nagar Bus Station"	4.20	22.20	20	15	17	"Sun-Hol"	4			
"2261"	"226Ltd"	"Barve Nagar(Ghatkopar)"	22.32	24.00	"Gorai Depot"						"Sun-Hol"	4			
"2280"	228	"P.Thakre Ngr Bus Stn."	6.00	21.15	"RawalPada"	6.45	22.00	34	35	37	"All Days"	1			
"2290"	229	"Santacruz Depot"	6.10	21.30	"Shanti Ashram"	7.25	23.10	15	15	21	"Mon-Fri"	2			
"2290"	229	"Santacruz Depot"	6.10	21.30	"Shanti Ashram"	7.25	23.00	19	21	20	"Saturday"	3			
"2290"	229	"Santacruz Depot"	6.10	21.25	"Shanti Ashram"	7.30	23.05	35	30	35	"Holiday"	4			
"2290"	229	"Santacruz Depot"	6.10	21.25	"Shanti Ashram"	7.30	23.05	35	35	31	"Sunday"	4			
"2300"	230	"P.Thakre Ngr Bus Stn."	6.20	21.30	"Sambhaji Nagar(Dahisar East)"	7.04	22.15	34	37		"Mon-Sat-Hol"	2			
"2300"	230	"P.Thakre Ngr Bus Stn."	6.20	21.15	"Sambhaji Nagar(Dahisar East)"	7.04	22.05	51	56	55	"Sunday"	4			
"2310"	231	"Santacruz Station(W)"	5.30	0.55	"Juhu Bus Station"	5.45	1.10	5	6	4	"Mon-Sat"	2			
"2310"	231	"Santacruz Station(W)"	7.29	21.28	"Juhu Beach"	7.42	21.42				"Mon-Sat"	2			
"2310"	231	"Santacruz Station(W)"	7.27	11.51	"Juhu Beach"	7.43	12.07	16		16	"Mon-Sat"	2			
"2310"	231	"Santacruz Station(W)"	16.43	21.28	"Juhu Beach"	16.59	21.44				"Mon-Sat"	2			
"2310"	231	"Santacruz Station(W)"	5.40	0.55	"Juhu Bus Station"	5.58	1.13	5	5	5	"Sun-Hol"	4			
"2330"	233	"Borivli Stn.(E)"	7.20	10.50	"Chogle Nagar"	7.00	11.06	11		12	"Mon-Sat"	2			
"2330"	233		17.30	21.00		17.47	21.15				"Mon-Sat"	2			
"2344"	"234R"	"Jogeshwari Bus Stn(W)"	6.30	21.15	"Via Yari Road Vesave Bus Stn"	7.00	21.20	12	20	15	"Mon-Sat-Hol"	2			
"2344"	"234R"	"Jogeshwari Bus Stn(W)"	6.30	21.00	"Via Yari Road Vesave Bus Stn"	7.00	20.34	16	17	20	"Sunday"	4			
"2354"	"235R"	"Andheri Station(W)"	6.35	23.55	"Millat Nagar"	6.15	23.15	6	10	8	"Mon-Sat"	2			
"2354"	"235R"	"Andheri Station(W)"	7.15	23.50	"Millat Nagar"	6.50	23.17	8	7	9	"Sunday"	4			
"2354"	"235R"	"Andheri Station(W)"	7.15	23.50	"Millat Nagar"	6.50	23.22	8	7	9	"Holiday"	4			
"2360"	236	"Andheri Station (W)"	7.10	20.05	"S.R.A.Colony Somani Gram "	6.40	19.31	31	62	36	"Mon-Sat"	2			
"2360"	236	"Andheri Station(W)"	7.05	20.05	"S.R.A.Colony Somani Gram "	6.40	19.29		25	30	"Sun-Hol"	4			
"2370"	237	"Charkopar Sector No.8"	7.00	21.50	"Borivli Bus Stn."	7.30	21.40	21	32	23	"All Days"	1			
"2384"	"238R"	"Oshiwara Depot"	7.35	21.30	"Oshiwara Depot Via Andheri Stn."	8.00	22.00	18	15		"Mon-Sat-Hol"	2			
"2390"	239	"Charkop Sec-9"	6.30	21.50	"Poisar Depot"	6.55	21.20	22	34	26	"Mon-Fri-Hol"	2			
"2390"	239	"Charkop Sec-9"	6.30	21.50	"Poisar Depot"	6.55	21.20	34	34	39	"Sat-Sun"	3			
"2404"	"240R"	"Shanti Ashram"	5.35	23.20	"Kanderpada"	5.35	22.52	8	9	10	"Mon-Sat"	2			
"2404"	"240R"	"Borivli Stn.(W)"	5.20	5.34	"Kanderpada"	22.05	0.28				"Mon-Sat"	2			
"2404"	"240R"	"Shanti Ashram"	5.45	23.20	"Kanderpada"	5.35	22.50	13	12	9	"Sun-Hol"	4			
"2404"	"240R"	"Borivli Station(W)"	5.20	0.10	"Kanderpada"	23.05	23.45				"Sun-Hol"	4			
"2410"	241	"Wadala Depot"	5.35	11.02	"Malvani Depot"	4.50	9.07	14	19	15	"Mon-Sat"	2			
"2410"	241	"Mahim Bus Station."	11.35	15.27	"Malvani Depot"	9.50	13.36				"Mon-Sat"	2			
"2410"	241	"Wadala Depot"	16.13	22.50	"Malvani Depot"	14.15	21.00				"Mon-Sat"	2			
"2410"	241	"Wadala Depot"	7.20	23.20	"Malvani Depot"	6.10	21.35	19	19	21	"Sun-Hol"	4			
"2424"	"242R"	"Andheri Station(W)"	6.30	24.00	"Millat Nagar"	6.10	23.20	8	10	9	"Mon-Sat"	2			
"2424"	"242R"	"Andheri Station(W)"	6.30	0.05	"Millat Nagar"	6.10	23.30	10	12	10	"Holiday"	4			
"2424"	"242R"	"Andheri Station(W)"	6.44	0.05	"Millat Nagar"	6.23	23.30	20	10	12	"Sunday"	4			
"2430"	243	"Malad Station(W)Anand Road"	6.25	22.30	"Jankalyan Nagar/Bhumi Complex Malad Stn(W)"	6.05	21.53	12	22	15	"Mon-Sat"	2			
"2430"	243	"Malad Station(W)Anand Road"	8.02	21.45	"Jankalyan Nagar/Bhumi Complex Malad Stn(W)"	7.35	21.18	26	19	19	"Sun-Hol"	4			
"2444"	"244R"	"Kandivli Station(W)"	4.20	0.45	"Borivli Station(W)"	4.55	0.35	8	11	10	"Mon-Fri"	2			
"2444"	"244R"	"Charkop Market"			"Borivli Station(W)"	1.20	" "				"Mon-Fri"	2			
"2444"	"244R"	"Kandivli Station(W)"	17.00	23.22	"P.Thakre Nagar Bus Station"	17.30	23.50				"Mon-Fri"	2			
"2444"	"244R"	"Kandivli Station(W)"	4.20	0.45	"Borivli Station(W)"	4.55	0.35	8	12	10	"Saturday"	3			
"2444"	"244R"	"Kandivli Station(W)"	16.47	23.30	"P.Thakre Nagar Bus Station"	17.17	23.58				"Saturday"	3			
"2444"	"244R"	"Kandivli Station(W)"	4.55	0.40	"Borivli Station(W)"	5.05	0.37	7	8	9	"Sun-Hol"	4			
"2444"	"244R"	"Charkop Market"			"Borivli Station(W)"	0.55	1.15				"Sun-Hol"	4			
"2454"	"245R"	"Borivli Bus Station(W)"	6.17	23.05	"Via Chickoowadi"	6.00	22.45	9	12	10	"Mon-Sat"	2			
"2454"	"245R"	"Borivli Bus Station(W)"	7.15	23.05	"Via Chickoowadi"	7.10	22.37	12	14	14	"Sun-Hol"	4			
"2464"	"246R"	"Kandivli Station(W)"	6.20	22.50	"Borivli Station(W)"	6.55	22.05	16	19	20	"Mon-Fri"	2			
"2464"	"246R"	"Kandivli Station(W)"	6.20	22.50	"Borivli Station(W)"	6.55	22.05	18	23	25	"Saturday"	3			
"2464"	"246R"	"Kandivli Station(W)"	7.00	22.45	"Borivli Station(W)"	7.35	22.35	23	23	20	"Holiday"	4			
"2464"	"246R"	"Kandivli Station(W)"	7.00	22.45	"Borivli Station(W)"	7.35	22.30	32	30	20	"Sunday"	4			
"2474"	"247R"	"Borivli Bus Station(W)"	5.30	23.20	"Gorai Creek/Pragati Vidyalaya"	5.10	23.02	10	14	15	"Mon-Sat"	2			
"2474"	"247R"	"Borivli Bus Station(W)"	5.48	22.47	"Gorai Creek/Pragati Vidyalaya"	5.30	23.05	11	13	12	"Holiday"	4			
"2474"	"247R"	"Borivli Bus Station(W)"	5.48	22.47	"Gorai Creek/Pragati Vidyalaya"	5.30	23.02	11	13	12	"Sunday"	4			
"2480"	248	"Andheri Station(W)"	6.30	23.00	"Ramesh Nagar"	6.44	22.57	8	16	10	"Mon-Sat"	2			
"2480"	248	"Andheri Station(W)"	7.00	22.47	"Ramesh Nagar"	7.15	22.47	16	18	16	"Sun-Hol"	4			
"2490"	249	"Andheri Station(W)"	5.55	22.05	"Yari Road/Vesave Bus Stn"	5.50	22.05	11	13	14	"Mon-Sat"	2			
"2490"	249	"Andheri Station(W)"	6.00	22.05	"Yari Road/Vesave Bus Stn"	6.25	22.05	10	8	9	"Sunday"	4			
"2490"	249	"Andheri Station(W)"	6.00	22.05	"Yari Road/Vesave Bus Stn"	6.25	22.05	9	9	9	"Holiday"	4			
"2500"	250	"Andheri Station(W)"	6.50	20.40	"Via Gilbert Hill "	7.00	20.55	18	33	19	"Mon-Sat-Hol"	2			
"2500"	250	"Andheri Station(W)"	6.50	20.40	"Via Gilbert Hill "	7.00	20.55	28	28	30	"Sunday"	4			
"2510"	251	"Andheri Station(W)"	4.45	1.35	"Yari Road/Vesave Bus Stn"	5.05	1.10	10	10	12	"Mon-Sat"	2			
"2510"	251	"Andheri Station(W)"	4.45	1.35	"Yari Road/Vesave Bus Stn"	5.05	1.15	9	9	7	"Sun-Hol"	4			
"2524"	"252R"	"Andheri Station(W)"	6.00	22.20	"S.V.Patel Nagar/S.S.Nagar"	5.55	22.30	12	15	14	"Mon-Sat"	2			
"2524"	"252R"	"Andheri Station(W)"	6.00	22.20	"S.V.Patel Nagar/S.S.Nagar"	6.19	22.25	14	17	15	"Sunday"	4			
"2524"	"252R"	"Andheri Station(W)"	6.00	22.20	"S.V.Patel Nagar/S.S.Nagar"	6.19	22.30	12	15	15	"Holiday"	4			
"2530"	253	"Juhu Bus Station"	6.25	22.00	"Goregaon Bus Station(W)"	6.25	23.05	25	25	29	"Mon-Sat"	2			
"2530"	253	"Juhu Bus Station"	22.17	23.47	"Goregaon Depot"	5.55	6.17				"Mon-Sat"	2			
"2530"	253	"Juhu Bus Station"	6.40	21.40	"Goregaon Bus Station(W)"	6.50	22.45	17	17	15	"Sun-Hol"	4			
"2530"	253	"Juhu Bus Station"	21.53	23.30	"Goregaon Depot"	6.12					"Sun-Hol"	4			
"2540"	254	"Andheri Station(W)"	5.55	23.25	"Veera Desai Road"	5.40	23.05	5	7	6	"Mon-Sat"	2			
"2540"	254	"Andheri Station(W)"	5.45	23.24	"Veera Desai Road"	5.58	23.26	8	9	9	"Sunday"	4			
"2540"	254	"Andheri Station(W)"	5.45	23.40	"Veera Desai Road"	5.57	23.54	5	7	6	"Holiday"	4			
"2551"	"255Ltd"	"Prateeksha Nagar Depot"	5.50	20.30	"Yari Road / Vesave Bus Station"	7.05	22.20	26	28	29	"Mon-Sat-Hol"	2			
"2551"	"255Ltd"	"Prateeksha Nagar Depot"	5.50	20.35	"Yari Road / Vesave Bus Station"	7.05	22.20	25	25	30	"Sunday"	4			
"2560"	256	"Juhu Bus Station"	6.25	24.15	"Gaikwad Nagar"	5.45	23.00	13	15	16	"Mon-Sat"	2			
"2560"	256	"Juhu Bus Station"	7.00	24.10	"Gaikwad Nagar"	6.05	23.00	13	17	16	"Sunday"	4			
"2560"	256	"Juhu Beach"	7.00	24.10	"Gaikwad Nagar"	6.05	23.00	17	14	17	"Holiday"	4			
"2570"	257	"Andheri Station(W)"	5.05	0.20	"J.V.P.D.Bus Station"	5.20	0.35	7	11	13	"Mon-Sat"	2			
"2570"	257	"Andheri Station(W)"	4.55	0.19	"J.V.P.D.Bus Station"	5.10	0.35	11	12	10	"Sunday"	4			
"2570"	257	"Andheri Station(W)"	5.00	0.15	"J.V.P.D.Bus Station"	5.12	0.35	10	11	9	"Holiday"	4			
"2580"	258	"Goregaon Bus Station(W)"	6.25	23.00	"S.R.A. Colony(Ram Mandir)"	6.10	23.12	13	15	17	"Mon-Sat"	2			
"2580"	258	"Goregaon Bus Station(W)"	6.43	23.00	"S.R.A. Colony(Ram Mandir)"	6.30	23.10	24	26	15	"Sunday"	4			
"2580"	258	"Goregaon Bus Station(W)"	6.43	23.00	"S.R.A.Colony(Ram Mandir)"	6.30	23.10	13	15	15	"Holiday"	4			
"2590"	259	"Andheri Station(W)"	5.55	23.10	"Gorai Depot"	5.10	22.05	7	8	15	"Mon-Sat"	2			
"2590"	259	"Oshiwara Depot"	12.04	16.37	"Gorai Depot"	11.07	15.40				"Mon-Sat"	2			
"2590"	259	"Andheri Station(W)"	7.05	23.07	"Gorai Depot"	6.05	22.05	11	12	12	"Sun-Hol"	4			
"2610"	261	"Jogeshwari Bus Station"	5.10	23.40	"Goregaon Bus Station(W)"	5.10	23.50	11	22	19	"Mon-Sat-Hol"	2			
"2610"	261	"Goregaon Depot"	7.55	20.23	"Goregaon Bus Station(W)"	8.10	20.45	15	18		"Mon-Sat-Hol"	2			
"2610"	261	"Jogeshwari Bus Station"	5.10	23.34	"Goregaon Bus Station(W)"	5.10	23.34	8	4	15	"Sunday"	4			
"2610"	261	"Goregaon Depot"	15.35	20.39	"Goregaon Bus Station(W)"	15.50	20.54	14	14	14	"Sunday"	4			
"2622"	"262Ext"	"Goregaon Bus Station(W)"	6.30	11.00	"Ayappa Mandir"	6.44	11.14	32		30	"All Days"	1			
"2622"	"262Ext"	"Goregaon Bus Station(W)"	16.45	20.29	"Ayappa Mandir"	17.00	20.44	" "			"All Days"	1			
"2624"	"262R"	"Goregaon Bus Station(W)"	6.00	23.30	"Chincholi Bunder Via Link Road"	6.14	23.45	9	12	11	"Mon-Sat"	2			
"2624"	"262R"	"Goregaon Bus Station(W)"	6.00	23.00	"Chincholi Bunder Via Link Road"	6.14	23.15	10	12	9	"Sunday"	4			
"2624"	"262R"	"Goregaon Bus Station(W)"	6.00	23.35	"Chincholi Bunder Via Link Road"	6.14	23.45	9	10	12	"Holiday"	4			
"2630"	263	"Satbhakti Mandir"	6.30	12.59	"SEEPZ Bus Stn"	7.07	12.14	31		34	"Mon-Sat-Hol"	2			
"2630"	263	"Satbhakti Mandir"	16.00	20.00	"SEEPZ Bus Stn"	15.15	20.50				"Mon-Sat-Hol"	2			
"2640"	264	"Satbhakti Mandir"	7.00	22.05	"Samarth Nagar"	6.45	21.48	28	30	30	"Mon-Sat"	2			
"2650"	265	"Jogeshwari Bus Station(W)"	6.45	22.00	"Millat Nagar"	6.45	22.05	17	26	19	"Mon-Sat"	2			
"2650"	265	"Jogeshwari Bus Station(W)"	7.00	22.00	"Millat Nagar"	6.45	21.55	19	19	25	"Sun-Hol"	4			
"2660"	266	"Andheri Bus Station(W)"	6.00	0.38	"Swami Samarth Nagar Extn"	5.35	0.23	6	6	6	"Mon-Sat"	2			
"2660"	266	"Andheri Bus Station(W)"	6.00	0.50	"Swami Samarth Nagar Extn"	5.40	0.24	5	5	6	"Sunday"	4			
"2660"	266	"Andheri Bus Station(W)"	6.00	0.50	"Swami Samarth Nagar Extn"	5.40	0.20	5	4	6	"Holiday"	4			
"2684"	"268R"	"Andheri Station(W)"	6.55	20.40	"Swami Samarth Nagar/S.V.P.Ngr."	7.15	21.10	14	8	12	"Mon-Sat"	2			
"2684"	"268R"	"Andheri Station(W)"	6.47	20.30	"Swami Samarth Nagar/S.V.P.Ngr."	7.00	20.55	14	13	15	"Sunday"	4			
"2684"	"268R"	"Andheri Station(W)"	6.55	20.35	"Swami Samarth Nagar/S.V.P.Ngr."	7.15	21.05	12	13	14	"Holiday"	4			
"2690"	269	"Borivli Bus Station(W)"	6.40	21.55	"Madh Jetty"	6.35	20.10	17	23	20	"All Days"	1			
"2710"	271	"Malad Station(W)Sainath Rd"	5.15	0.35	"Madh Jetty"	4.35	23.55	11	9	11	"All Days"	1			
"2710"	271	"Malad Station(W)Sainath Rd"	14.37	20.56	"Aqsa Beach"	15.12	21.11				"Sun-Hol"	4			
"2720"	272	"Malad Station(W)Sainath Rd)"	5.40	23.35	"Marve Beach"	5.30	23.40	5	9	5	"Mon-Sat"	2			
"2720"	272	"Malad Station(W)Sainath Rd"	5.20	23.25	"Marve Beach"	5.30	23.30	7	6	7	"Sun-Hol"	4			
"2730"	273	"Malad Station(W)-Sainath Rd"	5.20	23.40	"MHADA Colony(Malvani)"	5.00	0.05	7	9	10	"All Days"	1			
"2730"	273	"Malad Station(W)-Sainath Rd"	23.58	2.05	"Malvani Depot "	24.21	1.43				"All Days"	1			
"2730"	273	"Malad Station(W)-Sainath Rd"	6.00	17.58	"Gaikwad Nagar"	6.00	18.25	8	10	10	"Mon-Sat"	2			
"2730"	273	"Malad Station(W)-Sainath Rd"	7.20	11.15	"Block No.5"	7.00	11.40	19		19	"Mon-Sat"	2			
"2730"	273	"Malad Station(W)-Sainath Rd"	16.57	21.20	"MHADA Colony(Malvani)"	17.27	20.32				"Mon-Sat"	2			
"2730"	273	"Malad Station(W)-Sainath Rd"	6.04	17.43	"Gaikwad Nagar"	5.45	18.27	8	8	8	"Sunday"	4			
"2730"	273	"Malad Station(W)-Sainath Rd"	23.18	1.36	"Malvani Depot "	23.41	1.13				"Sunday"	4			
"2730"	273	"Malad Station(W)-Sainath Rd"	17.54	22.53	"MHADA Colony(Malvani)"	18.25	23.19				"Sunday"	4			
"2730"	273	"Malad Station(W)-Sainath Rd"	6.01	17.41	"Gaikwad Nagar"	5.45	18.21	10	12	10	"Holiday"	4			
"2730"	273		23.18	1.36	"Malvni Depot"	23.41	1.13				"Holiday"	4			
"2760"	276	"Charkop Sector No.8"	5.30	23.32	"Kandivli Station(W)"	5.55	24.00	4	6	4	"Mon-Fri"	2			
"2760"	276	"Charkop Sector No.8"	5.30	23.32	"Kandivli Station(W)"	5.55	24.00	6	9	5	"Saturday"	3			
"2760"	276	"Charkop Sector No.8"	6.00	23.38	"Kandivli Station(W)"	6.25	24.00	8	7	10	"Sun-Hol"	4			
"2770"	277	"Kandivli Station(W)"	5.50	22.00	"Borivli Station(W)"	6.16	22.30	6	12	10	"Mon-Sat"	2			
