RouteNo	BusesAM	BusesNoon	BusesPM	RouteType	Depot	FromStop	FirstFrom	LastFrom	ToStop	FirstTo	LastTo	RouteSpan	Runtime7to11	Runtime11to17	Runtime17toEnd	RuntimeNight	HeadwayUpto7	Headway7to11	Headway11to17	Headway17to20	Headway20toLast	ReliefPoint	TravelTime	Schedule
346	9	7	9	SD	DIN	Goregaon Bus Station(E)	4.45	1.50	N.N.P.Zone No.1&2	4.30	1.30	4.9	15	19	24	28	8	6	6	7	10	Goregaon Bus Station(E)	20	MS
						Goregaon Bus Station(E)	18.05	22.00	Shivshahi Prakalp	18.30	22.17	5.5												
	5	5	7	SD	DIN	Goregaon Bus Station(E)	5.05	1.50	N.N.P.Zone No.1&2	4.50	1.27	4.9	15	19	24	28	11	10	8	8	10	Goregaon Bus Station(E)	20	SH
						Goregaon Bus Station(E)	17.55	22.10	Shivshahi Prakalp	18.23	22.32													
	7	5	8	SD	DIN	Goregaon Bus Station(E)	5.05	1.50	N.N.P.Zone No.1&2	4.50	1.27	4.9	15	19	24	28	11	7	10	7	7	Goregaon Bus Station(E)	20	SUN
							17.52	22.12	Shivshahi Prakalp	18.20	22.32													
347	5	4	5	SD	DIN	Goregaon Bus Station(E)	6.20	23.45	Dindoshi Bus Station	6.00	23.25	4.4	 	 	24	28	15	10	13	12	13	Dindoshi Bus Station	 --	MS&HOL
	3	3	3	SD	DIN	Goregaon Bus Station(E)	6.20	23.40	Dindoshi Bus Station	6.00	23.20	4.4	 	 	24	28	22	18	18	18	17	Dindoshi Bus Station	 --	SUN
348Ltd	17	15	17	SD	ANK	Chunabhatti	6.05	9.00	Dahisar Bus Stn	7.05	10.50	31.4	60	95	100	 	11	13	13	12	12	Chunabhatti/Anik Depot	20	MF&HOL
						Chunabhatti	6.15	22.05	Borivli Stn(E)	5.00	20.20	27.2												
						Rani Laxmi Chowk	5.45	5.57	Dahisar Bus Stn			30.3												
						Rani Laxmi Chowk	4.00	23.35	Borivli Stn(E)	20.43	24.55	26.1												
	15	18	18	SD	ANK	Chunabhatti	6.05	9.20	Dahisar Bus Stn	7.05	10.50	31.4	60	95	100	 	13	10	12	11	11	Chunabhatti/Rani Laxmi Chk	20	SAT
						Chunabhatti	7.45	22.00	Borivli Stn(E)	5.00	22.17	27.2												
						Rani Laxmi Chowk	5.45	6.00	Dahisar Bus Stn			30.3												
						Rani Laxmi Chowk	4.00	23.35	Borivli Stn(E)	20.29	0.55	26.1												
	15	17	17	SD	ANK	Chunabhatti	6.05	8.52	Dahisar Bus Stn	7.30	10.50	31.4	60	95	100		13	11	12	12	12	Chunabhatti/Rani Laxmi Chk	20	SUN
						Chunabhatti	6.35	22.00	Borivli Stn(E)	5.00	20.11	27.2												
						Rani Laxmi Chowk	5.45	6.05	Dahisar Bus Stn	 		30.3												
						Rani Laxmi Chowk	4.00	23.35	Borivli Stn(E)	20.28	0.55	26.1												
349	9	8	9	SD	DIN	Kurla Station(W)	5.40	21.45	Santosh Nagar Extn	4.30	20.05	21.9	65	105	110		24	25	27	30	28	Santosh Nagar Extn	10	MS
	8	7	8	SD	DIN	Kurla Station(W)	5.40	21.40	Santosh Nagar Extn	4.30	20.00	21.9	65	90	95	100	25	24	28	25	 	Santosh Nagar Extn	10	SH
350	12	8	12	SD	SHD	Shivaji Nagar Bus Station	5.40	0.20	Kurla Station(E)	6.00	0.40	6.8	25	32	 		16	8	5	5	7	Shivaji Nagar Bus Station	--	FW
351	16	16	16	SD	CND	Mumbai Central Depot	5.05	22.30	TATA Power Station	6.10	23.50	23.5	60	95	105	110	13	14	18	19	20	Mumbai Central Depot 	 ---	MF
	16	12	16	SD	CND	Mumbai Central Depot	5.05	22.30	TATA Power Station	6.10	23.50	23.5	60	95	105	110	12	14	19	14	14	Mumbai Central Depot 	 ---	SAT
	9	10	14	SD	CND	Mumbai Central Depot	5.05	22.30	TATA Power Station	6.10	23.50	23.5	60	85	95		17	20	16	18	20	Mumbai Central Depot 	 ---	SUN
	9	10	14	SD	CND	Mumbai Central Depot	5.05	22.30	TATA Power Station	6.10	23.50	23.5	60	95	105		18	21	20	20	20	Mumbai Central Depot	 ----	HOL
352	8	6	8	SD	ANK	Trombay	5.10	0.20	Rani Laxmi Chowk	5.00	0.55	10.1	30	40	49	57	15	14	18	17	15	Rani Laxmi Chowk	20	MS
	8	6	8	SD	ANK	Trombay	6.02	0.15	Rani Laxmi Chowk	5.30	0.55	10.1	30	33	35	45	17	12	9	12	13	Rani Laxmi Chowk	20	SH
353	7	5	7	SD	WD	Wadala Depot	5.15	21.20	Tagore Nagar No.5	6.05	22.20	20.1	50	60	66	71	22	18	25	21	21	Wadala Depot 	 ---	MS
	6	5	6	SD	WD	Wadala Depot	5.35	21.25	Tagore Nagar No.5	6.20	22.20	20.1	50	55	58		24	23	20	25	20	Wadala Depot 	 ---	SH
354	5	5	5	SD	GKD	R.G.Gadkari Chowk	6.20	24.00	Kannamwar Nagar No.2	5.30	23.05	19.1	52	57	73	 	21	24	27	25	25	Kannamwar Nagar No.2	15	MS
	1	0	1																					MF
	5	5	6	SD	GKD	R.G.Gadkari Chowk	6.40	24.00	Kannamwar Nagar No.2	5.45	23.00	19.1	52	57	61		28	24	23	24	23	Kannamwar Nagar No.2	15	SH
355Ltd	11	9	11	SD	DNR	Trombay	6.25	21.30	Seven Bungalow	7.25	21.35	29.1	85	100	105		19	20	22	25	27	Deonar Depot 	 ----	MS
						Deonar Depot	12.33	20.01	Seven Bungalow	19.45	23.10	 												
						Deonar Depot	6.00	6.50	Yari Road Bus Station	22.15	23.30													
						Trombay	20.23	21.55	Yari Road Bus Station	7.05	8.05	29.1												
	9	10	12	SD	DNR	Trombay	20.38	21.50	Yari Road Bus Station	7.05	8.18	27.2	70	90	100		20	19	21	17	18	Deonar Depot 	 ----	SH
						Trombay	6.15	21.32	Seven Bungalow	7.28	21.30	29.1												
	 					Deonar Depot	6.00	7.08	Yari Road Bus Station	22.20	23.25	22.9												
	0	0	4	SD	DNR	Trombay	17.40	18.55	Juhu Beach	19.15	20.30		90						25	25		Deonar Depot 	 --	SUN
356Ltd	12	10	12	SD	SD	TATA Power Station	7.00	11.45	Santacruz Depot	6.00	10.05	17.7	60	80	95	110	10	14	15	19	17	Santacruz Depot 	 ---	MS
						TATA Power Station	16.04	21.30	Santacruz Depot	14.35	19.28	17.7												
						TATA Power Station	0.05		Santacruz Depot	23.05		17.7												
						Refineries	12.13	15.46	Santacruz Depot	10.26	14.17	16.5	70											
						Refineries	21.30	23.45	Santacruz Depot	19.46	22.45	16.5					 --	26	22	21	30			
	5	6	7	SD	SD	TATA Power Station	7.10	11.04	Santacruz Depot	6.10	9.59	17.7	55	60	68		26	24	20	25	30	Santacruz Depot 	 ---	SH
						TATA Power Station	15.40	21.05	Santacruz Depot	14.32	19.50	17.7												
						TATA Power Station	0.05		Santacruz Depot	23.10		17.7												
						Refineries	11.30	15.15	Santacruz Depot	10.25	14.10	16.5												
						Refineries	21.27	23.38	Santacruz Depot	20.15	22.40	16.5												
357	16	15	16	SD	SHD	Mumbai Central Depot	6.25	23.35	Shivaji Nagar Bus Station	5.10	21.55	26.4	82	 	110	120	15	12	14	15	10	Shivaji Nagar Bus Station	 ---	MS
						Com.P.K.Kurne Chowk	13.00	16.18	Shivaji Nagar Bus Station	11.40	14.58	20.6												
						Vasantarao Naik Chowk	23.50	24.05	Shivaji Nagar Bus Station	22.13	22.30													
	17	17	17	SD	SHD	Mumbai Central Depot	6.50	23.33	Shivaji Nagar Bus Station	5.30	21.50	26.4	75	95	112		14	12	12	14	18	Shivaji Nagar Bus Station	 ---	HOL
	18	18	22	SD	SHD	Mumbai Central Depot	6.50	23.35	Shivaji Nagar Bus Station	5.30	21.50	26.4	75	95	112		15	11	12	12	11	Shivaji Nagar Bus Station		SUN
359Ltd	11	10	11	SD	MLV	Saki Naka	7.15	22.30	Malvani Depot	6.10	21.00	22.8	65	90	95	100	13	16	20	18	18	Malvani Depot 	 ---	MS
	11	12	13	SD	MLV	Saki Naka	7.35	22.30	Malvani Depot	6.30	21.00	22.8	65	90	95		11	15	18	15	15	Malvani Depoit	 --	SUN
	12	12	13	SD	MLV	Saki Naka	7.35	22.30	Malvani Depot	6.30	21.00	22.8	65	90	95		14	16	14	13	15	Malvani Depot	 ---	HOL
360	6	5	6	SD	ANK	Trombay	6.25	23.45	Kurla Station(E)	5.50	23.00	11.0	31	41	46	51	16	13	19	14	15	Kurla Station(E)	20	MS
	6	4	6	SD	ANK	Trombay	6.25	23.35	Kurla Station(E)	5.50	22.55	11.0	31	41	46	51	16	12	22	16	18	Kurla Station(E)	20	SH
361	13	11	13	SD	ANK	Mahul Village	5.00	0.20	Kurla Station(E)	5.00	0.55	7.3	27	33	41	47	15	5	8	7	8	Kurla Station(E)	20	MS
						Mahul Village	0.35	1.22	Umarshi Bappa Chowk	 	4.50	5.8												
	8	7	8	SD	ANK	Mahul Village	5.00	0.20	Kurla Station(E)	5.00	24.55	7.3	27	33	41	47	15	10	12	13	13	Kurla Station(E)	20	SH
						Mahul Village	0.35	1.22	Umarshi Bappa Chowk	 	4.50	5.8												
362	6	5	6	SD	ANK	Dr.Ambedkar Udyan	5.45	24.00	Kurla Station(E)	5.20	23.32	6.5	23	29	40	 	18	11	13	14	17	Kurla Station(E)	20	MS
						Deonar Depot		0.47	Kurla Station(E)	23.55	24.30	4.6												
	4	4	4	SD	ANK	Dr.Ambedkar Udyan	5.45	0.40	Kurla Station(E)	5.20	0.10	6.5	23	29	40		17	13	16	13	21	Kurla Station(E)	20	SH
	 	 	 			Deonar Depot			Kurla Station(E)	0.30	 	4.6												
363	5	4	5	SD	ANK	Kurla Stn(E)	5.45	21.00	Mahul Village	6.30	22.00	7.4	40	50	 	 	17	26	26	22	21	Kurla Station(E)	 --	FW
364	8	6	8	SD	DNR	Trombay	6.05	21.08	Mahul Village	6.15	22.05	14.7	53	57	60		15	16	20	18	25	Anushakti Nagar	10	MS
	6	5	6	SD	DNR	Trombay	6.05	21.05	Mahul Village	6.15	22.00	14.7	53	57	60		40	40	40	42	40	Anushakti Nagar	10	SH
365	6	5	6	SD	KLD	Kurla Station(W)	5.50	22.00	Sahar Cargo Complex	6.35	22.45	10.2	45	50	60		24	25	31	25	25	Kurla Stn(W)	35	MS&HOL
	5	5	5	SD	KLD	Kurla Station(W)	5.50	22.05	Sahar Cargo Complex	6.35	22.50	10.2	45	50	55		25	24	21	23	21	Kurla Stn(W)	35	SUN
366	3	3	3	SD	SHD	Shivaji Nagar Terminus	6.30	23.00	Kurla Station(E)	7.00	23.30	6.9	28	30	35	37	23	25	27	26	25	Shivaji Nagar Terminus	15	MS
	3	3	4	SD	SHD	Shivaji Nagar Terminus	7.55	23.00	Kurla Station(E)	8.25	23.28	6.9	 	32	35	37		34	24	18	18	Shivaji Nagar Terminus	15	SH
367	6	5	6	SD	ANK	Gadkari Quarry	5.30	0.15	Kurla Station(E)	6.00	23.45	7.3	28	33	38	46	14	12	14	16	14	Kurla Station(E)	20	FW
368Ltd	9	7	9	SD	MUL	P.Thakre Udyan	6.50	23.55	Mulund Depot	5.23	22.30	27.9	80	90	105	 	18	21	27	23	25	Mulund Depot	 ---	MS
	7	8	10	SD	MUL	P.Thakre Udyan	6.50	23.55	Mulund Depot	5.30	22.30	27.9	80	85	90		28	24	26	18	19	Mulund Depot	 ---	SH
369	9	7	9	SD	ANK	Kurla Station(E)	5.25	1.00	S.R.A.(Vashi Naka)	5.00	24.38	5.0	20	25	36	38	8	6	10	7	7	Kurla Station(E)	20	MS
	2	2	2	SD	ANK	Chembur Colony	6.05	21.00	S.R.A.(Vashi Naka)	6.15	21.13		14				15	15	15	15	15	Chembur Colony	20	MS
	8	5	9	SD	ANK	Kurla Station(E)	5.25	1.00	S.R.A.(Vashi Naka)	5.00	24.35	5.0	20	25	33	38	7	9	10	9	10	Kurla Station(E)	20	SH
370	1	0	1	SD	MUL	MHADA Bus Station(Mulund-E)	6.00	12.35	Kelkar College	6.14	12.54	4.4	18	20	21	 	30	40	 ---	42	 	MHADA Colony	25	MS
						MHADA Bus Station(Mulund-E)	17.00	18.25	Kelkar College	17.20	18.46													
						MHADA Bus Station(Mulund-E)	19.10	21.25	Mithaghar	19.31	21.00	3.8												
371	4	4	4	SD	DNR	Anushkti Nagar	6.30	20.45	Bandra Bus Station(W)	7.25	20.50	16	55	65	75		24	30	38	40	38	Anushakti Nagar	10	FW
372	TR	IP	S	SD	SHD	Shivaji Nagar Terminus			Shivaji Nagar Depot			2.7											 ---	FW
373Ltd	10	8	10	SD	MUL	Mahul Village	7.20	23.55	Vaishali Nagar(Mulund)	5.55	22.30	27.7	80	85	95	100	17	18	25	20	22	Vaishali Nagar	20	MS
	8	8	8	SD	MUL	Mahul Village	7.25	23.55	Vaishali Nagar(Mulund)	6.00	22.30	27.7	80	85	 	90	25	23	23	24	22	Vaishali Nagar	20	HOL
	9	9	9	SD	MUL	Mahul Village	7.25	23.55	Vaishali Nagar(Mulund)	6.00	22.30	27.7	80	85	90	25	20	20	21	21	21	Vaishali Nagar	20	SUN
374Ltd	10	8	10	SD	DNR	Anushakti Nagar	5.45	21.20	Goregaon Bus Stn.(W)	6.30	21.05	27.3	80	90	105	115	20	22	27	24	27	Anushakti Nagar	10	MS
						Deonar Depot	5.30		Goregaon Bus Stn.(W)	21.36	23.05	26.1												
	9	9	9	SD	DNR	Anushakti Nagar	6.05	21.25	Goregaon Bus Stn.(W)	7.30	22.52	27.3	80	105	115		24	25	25	26	26	Anushakti Nagar	10	SH
						Deonar Depot			Goregaon Bus Stn.(W)	23.15		26.1												
375Ltd	9	7	9	SD	SHD	Shivaji Nagar Bus Station	5.00	23.35	Bandra Bus Station(W)	6.00	0.40	18.7	55	80	75	81	20	16	21	18	20	Shivaji Nagar Bus Station	 ---	MS
	7	9	9	SD	SHD	Shivaji Nagar Bus Station	5.25	23.40	Bandra Bus Station(W)	6.25	0.45	18.7	55	60	65	71	26	18	15	17	18	Shivaji Nagar Bus Station	 ---	SH
376	8	6	8	SD	SHD	Shivaji Nagar Bus Station	6.15	23.10	Mahim Bus Station	7.10	0.15	16.1	60	66			22	16	21	16	20	Shivaji Nagar Bus Station	 ---	MS
	7	7	8	SD	SHD	Shivaji Nagar Bus Station	6.15	23.10	Mahim Bus Station	7.10	0.15	16.1	50	60	66		22	18	18	17	25	Shivaji Nagar Bus Station		SH
377	6	5	6	SD	ANK	Kurla Station(E)	6.00	22.40	S.R.A.(Mankhurd)	6.28	22.08	8.5	28	31			12	10	13	12	11	Kurla Station(E)	20	FW
378	3	2	3	SD	DNR	Trombay	6.15	1.30	Mankhurd Stn.	6.25	1.40	2.9	10	11			7	7	11	8	8	Trombay	20	FW
379	5	3	5	SD	SHD	Shivaji Nagar Terminus	6.00	23.35	Ghatkopar Station(E)	6.30	0.05	6.4	28	32	36		20	13	15	15	15	Shivaji Nagar Terminus	15	MS
	3	4	4	SD	SHD	Shivaji Nagar Terminus	6.00	23.35	Ghatkopar Station(E)	6.30	0.05	6.4	28	32	36		20	23	25	19	16	Shivaji Nagar Terminus	15	SH
380	10	10	10	SD	DNR	Trombay	6.00	21.40	Amrut Nagar	6.00	22.40	19.7	55	80	85	 	12	14	17	20	23	Anushakti Nagar	10	MS&HOL
						Trombay	22.07	 --	Ghatkopar Station(E)			17.5												
						Anushakti Nagar	 --	 --	Ghatkopar Station(E)	22.50	 	14.4												
	7	7	7	SD	DNR	Trombay	6.00	21.40	Amrut Nagar	6.25	22.40	19.7	55	70	75	83	18	19	22	23	25	Anushakti Nagar	10	SUN
						Trombay	22.05	 --	Ghatkopar Station(E)			17.5												
						Anushakti Nagar	 --	 --	Ghatkopar Station(E)	22.46	 	14.4												
381	14	11	14	SD	GKD	Ghatkopar Rly Station	5.10	22.45	TATA Power Station	5.50	23.30	12.7	40	56	57	67	12	6	11	8	11	Ghatkopar Bus Station	 ---	MS
						Ghatkopar Rly Station	23.08	23.55	Refineries	23.45	0.25	11.5												
	9	10	10	SD	GKD	Ghatkopar Bus Station	5.20	22.50	TATA Power Station	6.05	23.45	12.7	40	60	62		15	12	12	13	20	Ghatkopar Bus Station	 ---	SH
						Ghatkopar Bus Station	23.18	24.15	Refineries	23.58	24.55													
382Ltd	11	8	11	SD	DNR	Anushakti Nagar	6.25	20.55	Sahar Cargo Complex	6.00	22.25	32.3	80	85	100	 	18	25	20	29	24	Anushakti Nagar	10	MS
						Anushakti Nagar	21.33	 ---	Saki Naka	22.40														
						Deonar Depot	5.00	6.15	Sahar Cargo Complex	 	 	31.1												
	7	7	7	SD	DNR	Deonar Depot	6.10	6.35	Sahar Cargo Complex	 		32.3	75	90	95		18	27	28	29	24	Anushakti Nagar	10	SH
						Anushakti Nagar	6.55	20.45	Sahar Cargo Complex	7.10	22.15	32.3												
383	4	3	4	SD	SHD	Gadkari Quarry	6.10	22.25	Shivaji Nagar Bus Station	5.25	21.35	11.6	43	45	49	34	23	25	33	27	25	Shivaji Nagar Bus Station	 ---	MS
						Chembur Colony	22.45	23.10	Shivaji Nagar Bus Station	22.05	22.35													
	3	3	3	SD	SHD	Gadkari Quarry	6.15	22.35	Shivaji Nagar Bus Station	5.35	21.50	11.6	41	45	49		30	33	33	33	33	Shivaji Nagar Bus Station	 ----	SH
						Chembur Colony	22.55	23.25	Shivaji Nagar Bus Station	22.20	22.50													
384	6	4	6	SD	BND	Bandra Depot	5.15	20.45	Ghatkopar Bus Station	6.30	22.20	21.00	70	 	95	100	33	34	32	35	35	Bandra Depot	 --	MS&HOL
	6	4	6	SD	BND	Bandra Depot	5.40	20.45	Ghatkopar Bus Station	7.00	22.20		90		95	 	29	32	32	36	36	Bandra Depot	 --	SUN
385	9	7	9	SD	GKD	Tardeo Bus Station	7.09	23.00	Ghatkopar Depot	5.47	21.12	24.1	75	90	105		22	24	26	28	40	Ghatkopar Depot 	 ---	MS
				SD	GKD	Com.P.K.Kurne Chowk	18.08	20.50	Ghatkopar Depot	16.41	19.25	19.6	78				40							
	8	8	9	SD	GKD	Tardeo Bus Station	7.36	21.50	Ghatkopar Depot	6.03	20.05	24.1	88	95	100		25	23	25	26	26	Ghatkopar Depot 	 ---	SH
						Veer Kotwal Udyan	21.23	23.30	Ghatkopar Depot	20.33	22.40	15.1												
386	6	4	6	SD	VKD	Ghatkopar Station(W)	6.10	23.40	Nagbaba Mandir	5.50	23.19	4.0	16	23	 	28	10	8	12	10	10	Ghatkopar Stn Rd.No.4	15	FH
	3	3	3	SD	VKD	Ghatkopar Station(W)	6.18	23.00	Nagbaba Mandir	6.00	22.40	4.0	18	20			16	12	18	19	 	Ghatkopar Stn Rd.No.4	15	SUN
387	7	6	7	SD	VKD	Ghatkopar Station(W)	4.44	1.14	Park Site Colony	4.30	0.50	3.6	14	20	26	28	6	7	9	10	10	Park Site Colony	10	MS
	7	6	7	SD	VKD	Ghatkopar Station(W)	4.45	1.04	Park Site Colony	4.30	0.50	3.6	14	20	26	28	8	7	9	10	10	Park Site Colony	10	SH
388Ltd	5	5	5	SD	GKD	Kannamwar Nagar No.2	6.10	21.35	SEEPZ Bus Stn	7.35	22.25	17.0	80	90	95	103	40	43	42	43	45	Kannamwar Nagar No.2	15	MF
						Ghatkopar Depot			SEEPZ Bus Stn	23.05	 	11.6	 											
	5	5	5	SD	GKD	Kannamwar Nagar No.2	6.35	21.30	SEEPZ Bus Stn	8.00	22.20	17.0	80	90	95	103	36	40	43	44	47	Kannamwar Nagar No.2	15	SAT
	4	4	4	SD	GKD	Kannamwar Nagar No.2	6.50	21.00	SEEPZ Bus Stn	8.15	21.45	17.0	80	85			42	45	30	30	33	Kannamwar Nagar No.2	15	SH
389	3	3	3	MD	GKD	Ghatkopar Station(W)	5.45	24.30	Barve Nagar(Ghatkopar)	6.00	24.45	4.7	28	32	35		15	12	12	11	11	Barve Nagar	30	MS
	3	2	3	MD	GKD	Gharkopar Station(W)	6.10	23.55	Barve Nagar(Ghatkopar)	6.28	0.15	4.7	25	32	35		17	11	12	12	 	Barve Nagar	25	SH
390	1	1	1	MD	VKD	Ghatkopar Stn(W)	6.00	21.05	Barve Nagar(Ghatkopar)	6.14	21.22	5.5	28	32	35		30	30	34	36	38	Ghatkopar Stn(W)/Rd No.4	15	FW
391	11	6	11	SD	MUL	Mulund Station(W)	4.50	1.00	Khindipada	4.30	24.40	4.1	17	20	22	25	6	5	5	4	9	Mulund Station(W)	10	MS
	6	6	8	SD	,MUL	Mulund Station(W)	4.50	1.00	Khindipada	4.30	0.32	4.1	17	20	21	22	8	7	6	5	8	Mulund Station(W)	10	SUN
	8	6	8	SD	MUL	Mulund Station(W)	4.50	1.00	Khindipada	4.30	24.32	4.1	17	21	22		19	6	7	6	6	Mulund Station(W)	10	HOL
392	10	8	10	SD	MJS	Vikhroli Depot	6.05	23.35	Majas Depot 	5.00	22.15	21.4	60	95	105	110	15	22	27	23	25	Majas Depot	 --	MF
	10	7	10	SD	MJS	Vikhroli Depot	6.05	23.35	Majas Depot 	5.00	22.15	21.4	60	95	100	105		13	31	22	22	Majas Depot	 ---	SAT
	5	5	6	SD	MJS	Vikhroli Depot	6.35	23.30	Majas Depot 	5.30	22.15	21.4	60	80	85		29	34	28	30	30	Majas Depot	 ---	SH
393	1	1	1	SD	GKD	Ghatkopar Rly.Stn.(E)	6.53	20.50	Tilak Nagar Terminus	6.30	21.12	6.7	21	24			 	44	44	48	48	Ghatkopar Depot 	 --	MS
394	3	2	3	SD	GKD	Vikhroli Station(E)	6.00	24.05	Kannamwar Nagar No.2	5.50	23.53	1.9	16	 			9	6	9	6	7	Vikhroli Station(E)	15	MS
	2	2	2	SD	GKD	Vikhroli Station(E)	6.00	24.00	Kannamwar Nagar No.2	5.50	23.50	1.9	16				9	9	9	9	9	Vikhroli Station(E)	15	SUN
	3	2	3	SD	GKD	Vikhroli Station(E)	6.00	24.05	Kannamwar Nagar No.2	5.50	23.53	1.9	16				9	6	9	6		Vikhroli Station(E)	15	HOL
395	4	4	4	SD	KLD	Santacruz Station(E)	7.00	22.15	Bamandaya Pada	7.50	23.05	13.3	58	63			 --	40	40	43	 	Santacruz Station(E)	25	MS&HOL
396Ltd	9	9	9	SD	MUL	Mulund Bus Station(W)	5.25	23.20	Agarkar Chowk	6.25	0.35	21.3	55	80	95	103	15	20	21	22	20	Mulund Bus Station(W)	15	MS
	12	13	16	SD	MUL	Mulund Bus Station(W)	5.25	23.20	Agarkar Chowk	6.25	0.35	21.3	 	65	75	80	20	14	10	10	20	Mulund Bus Station(W)	15	SUN
	12	13	16	SD	MUL	Mulund Bus Station(W)	5.25	23.20	Agarkar Chowk	6.25	0.35	21.3	 	65	85		20	12	14	11	22	Mulund Bus Station(W)	15	HOL
397	3	2	4	SD	GKD	Vikhroli Station(E)	6.05	24.30	Kannamwar Nagar Bldg.124	5.55	24.19	2.3	18	 	21		10	5	7	7	7	Vikhroli Stn.(E)	15	MS
	3	2	3	SD	GKD	Vikhroli Station(E)	6.05	24.00	Kannamwar Nagar Bldg.124	5.55	23.49	2.3	18		21		10	7	11	7	7	Vikhroli Stn(E)	15	SH
398Ltd	13	11	13	SD	DIN	Mulund Bus Stn.(W)	6.00	0.50	Dindoshi Bus Stn	4.55	23.30	25.7	60	85	95	105	13	14	16	18	20	Dindoshi Bus Station	 ---	MS
	13	11	15	SD	DIN	Dindoshi Bus Station	4.55	23.30	Mulund Bus Stn	6.00	0.50	25.8	60	85	95	105	13	16	16	15	20	Dindoshi Bus Station	 ---	SH
399Ltd	15	15	15	SD	DNR	Trombay	4.45	20.35	Marathon Chowk(Thane)	5.45	19.17	27.4	70	80	90	97	10	13	14	16	16	Anushakti Nagar	10	MS
						Anushakti Nagar	21.00	22.00	Marathon Chowk(Thane)	19.28	22.30	24.3												
	15	15	15	SD	DNR	Trombay	5.15	20.35	Marathon Chowk(Thane)	6.25	18.54	27.4	65	88	95		11	12	13	15	14	Anushakti Nagar	10	SH
						Anushakti Nagar	21.00	22.00	Marathon Chowk(Thane)	19.07	22.25	24.3												
400	3	3	3	SD	MGT	Borivli Stn.(E)	6.25	22.28	Samata Nagar	6.10	22.10	4.3	15	21	25		11	15	17	18	16	Samata Nagar	15	FW
402	7	6	6	SD	MUL	Mulund Station(W)	5.30	24.30	Vaishali Nagar	5.15	24.14	3.0	14	15	16	 	15	5	6	5	6	Vaishali Nagar	20	MS
	4	5	6	SD	MUL	Mulund Station(W)	5.29	0.31	Vaishali Nagar 	5.15	0.15	3.0	14	15	16		15	18	7	6	6	Vaishali Nagar	20	HOL
	5	5	7	SD	MUL	Mulund Station(W)	5.29	0.31	Vaishali Nagar	5.15	0.15	3.0	14	15	16		15	7	7	5	5	Vaishali Nagar	20	SUN
403Ltd	10	8	11	SD	MUL	MHADA Bus Station(Mulund-E)	6.30	21.15	Agarkar Chowk	7.40	19.35	21.5	65	 	95		17	23	29	23	23	MHADA Bus Station(Mul-E)	25	MS
						Gavanpada(Mulund-E)			Agarkar Chowk	19.57	22.55	19.5												
	5	6	6	SD	MUL	MHADA Bus Station(Mulund-E)	6.30	20.15	Agarkar Chowk	7.40	18.39	21.5	 	70	78	85	35	30	28	30	30	MHADA Bus Station	25	SUN
						Gavanpada(Mulund-E)			Agarkar Chowk	19.09	21.40	19.5												
	9	7	9	SD	MUL	MHADA Bus Station(Mulund-E)	6.30	20.15	Agarkar Chowk	7.40	18.40	21.5	65	70	78	85	20	19	19	20	20	MHADA Bus Station	25	HOL
						Gavanpada(Mulund-E)			Agarkar Chowk	19.00	21.40	19.5												
404	5	4	5	SD	SHD	Ghatkopar Station(E) 	6.30	23.00	Shivaji Nagar	6.05	22.30	4.9	30	35	 		16	16	18	15	14	Shivaji  Nagar Bus Stn.	 ---	MS
	3	3	3	SD	SHD	Gharkopar Station(E)	6.30	22.25	Shivaji Nagar	6.05	21.55	4.9	30	35			21	21	24	21		Shivaji Nagar Bus Stn.	 --	SH
405	2	2	2	SD	MUL	Mulund Station(W)	6.20	22.00	Yogi Hill	6.00	21.38	3.5	17	20	22	23	18	21	23	24	15	Mulund Station(W)	10	MS
	2	1	2	SD	MUL	Mulund Station(W)	6.25	21.50	Yogi Hill	6.00	21.52	3.5	17	18	20		18	19	19	21	21	Mulund Station(W)	10	SH
406	2	0	2	MD	GKD	Ghatkopar Stn(E)	6.30	9.55	Ghatkopar Rly Police Colony	6.39	10.05	1.5	9	10			11	12	 	11	11	Ghatkopar Rly Stn.(Rest GKD)	15	MS
						Ghatkopar Stn(E)	16.30	21.00	Ghatkopar Rly Police Colony	16.40	21.09													
407	2	0	2	SD	MUL	Kelkar College	7.03	20.40	Nimkar Society	6.30	20.05	7.1	30	32	34	 	33	34	33	 	34	Mulund(Gavanpada)	25	FW
408	12	12	12	SD	MUL	Mahim Bus Station	6.10	19.28	Mulund Station(W)	7.35	21.10	23.7	75	100	105	110	17	18	18	18	20	Mulund Station(W)	10	MS
	9	9	10	SD	MUL	Mahim Bus Station	6.53	19.18	Mulund Station(W)	8.00	20.45		87	90	95		23	21	20	22		Mulund Station(W)	10	SUN
	9	9	10	SD	MUL	Mahim Bus Station	6.30	19.10	Mulund Station(W)	8.00	20.45	23.7	87	90	95		23	21	20	22	 ---	Mulund Station(W)	10	HOL
409Ltd	8	7	8	SD	MUL	M.P.Chowk(Mulund)	5.15	22.10	Sahar Cargo Complex	6.20	23.35	23.6	60	83	100	105	23	24	26	28	30	M.P.Chowk(Mulund)	15	MS
	5	5	6	SD	MUL	M.P.Chowk(Mulund)	5.20	22.15	Sahar Cargo Complex	6.20	23.35	23.6	45	65	90	95	23	38	34	34	30	M.P.Chowk(Mulund)	15	SUN
